Site;Potfolio;Status;Estado;Cidade;Latitude_Decimal;Longitude_Decimal;Primeiro;Origem;Dispo;Classe;Data;Pred;Total;Estrutura;Extensao;Tipo;Reforco;Cliente_1;Cliente_2;Cliente_3;Cliente_4;Cliente_5;Estacao
728;C;Active;BA;Salvador;-52,562584;-48,366465;H;A;Y;B;30/06/2017;10;100;90;;Rooftop;;;;;;;684984245
729;A;Active;BA;Salvador;-52,244227;-48,825556;E;A;Y;C;19/11/2014;0;26;26;N;Self Support;N;;;;;;684415950
730;C;Active;BA;Salvador;-52,534528;-48,365352;H;A;Y;C;30/06/2017;0;30;30;;Mastil;;;;;;;684959747
731;A;Active;BA;Salvador;-52,583446;-48,883255;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;684967170
732;A;Active;BA;Salvador;-52,665285;-48,353255;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;685003892
733;A;Active;BA;Salvador;-52,554226;-48,342266;E;A;Y;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;687288738
734;A;Active;BA;Salvador;-52,566285;-48,323255;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;700020624
735;A;Active;BA;Salvador;-52,604225;-48,844034;E;A;Y;C;19/11/2014;;;17.75;N;Self Support;N;;;;;;692006494
736;A;Active;BA;Salvador;-55,580565;-40,552224;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;689681500
737;A;Active;BA;Salvador;-55,582484;-40,266565;E;A;Y;C;19/11/2014;0;40.5;40.5;N;Self Support;N;;;;;;690001002
738;A;Active;BA;Salvador;-55,068255;-40,446564;E;A;Y;C;19/11/2014;0;40;40;N;Self Support;N;;;;;;692980865
739;A;Active;BA;Salvador;-55,562485;-40,442226;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;699321425
740;D;Active;BA;Salvador;-54,653442;-42,585444;I;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;699211271
741;C;Active;BA;Salvador;-54,064656;-42,4825;H;A;Y;C;30/09/2015;;;40;N;Self Support;N;;X;;;;698608526
742;A;Active;BA;Salvador;-54,546285;-42,446582;E;A;Y;C;19/11/2014;;;12;N;Self Support;N;;;;;;698842413
743;D;Active;BA;Salvador;-54,545284;-42,604528;I;A;Y;C;30/06/2012;;;40;N;Self Support;N;;;;;;535856776
744;A;Active;BA;Salvador;-54,646252;-42,520354;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;534771360
745;A;Active;BA;Salvador;-54,025522;-42,506585;E;A;Y;C;19/11/2014;;;60;N;Self Support;N;;;;;;699487943
746;A;Active;BA;Salvador;-54,064443;-42,654529;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;356130789
747;A;Active;BA;Salvador;-55,225225;-45,584552;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;684127156
748;A;Active;BA;Salvador;-55,635336;-45,463285;E;A;Y;C;19/11/2014;0;35;35;N;Self Support;N;;X;;;;1746057
749;C;In Development;BA;Salvador;-54,402489;-48,356022;G;B;Y;C;;0;40;40;;Self Support;;;;;;;688288219
750;A;Active;BA;Salvador;-54,584245;-48,328506;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;523075260
751;C;Active;BA;Salvador;-54,485564;-48,354263;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;689002920
752;A;Active;BA;Salvador;-54,522433;-43,055553;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;355901730
753;A;Active;BA;Salvador;-54,568241;-48,335046;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;688186408
754;A;Active;BA;Salvador;-54,664443;-48,342268;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;699449928
755;A;Active;BA;Salvador;-54,424446;-48,358505;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;1001645194
756;A;Active;BA;Salvador;-55,604854;-43,556584;E;A;N;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;698841751
757;C;Active;BA;Salvador;-55,453451;-43,434486;H;A;Y;C;29/04/2015;;;61;N;Self Support;N;;X;;;;684125994
758;A;Active;BA;Salvador;-55,422454;-43,536649;E;A;Y;C;19/11/2014;0;14;14;N;Self Support;N;;;;;;687675928
759;A;Active;BA;Salvador;-55,455585;-43,436565;E;A;N;C;19/11/2014;;;70;N;Self Support;N;;;;;;699266785
760;A;Active;BA;Salvador;-55,420585;-43,435565;E;A;Y;C;19/11/2014;0;29.4;29.4;N;Self Support;N;;;;;;422351547
761;B;Active;BA;Salvador;-52,248506;-48,454424;A;A;Y;C;19/11/2014;0;42;42;N;Self Support;N;;;;;;693084731
762;E;Active;BA;Salvador;-52,255634;-48,405649;B;B;Y;A;20/12/2016;;;;;;;;;;;;535857012
763;E;Active;BA;Salvador;-52,262264;-48,582852;D;A;Y;C;06/12/2013;0;60;60;N;Self Support;N;;X;;;;441071171
764;B;Active;BA;Salvador;-52,222556;-48,28004;G;A;Y;C;01/03/2011;0;51;50.83;N;Self Support;N;;X;;;;1000612900
765;C;Active;BA;Salvador;-52,643532;-48,080802;H;A;Y;C;29/04/2015;;;80;N;Self Support;N;;X;;;;1739875
766;D;Active;BA;Salvador;-52,662322;-48,235223;G;A;Y;C;30/06/2012;0;60;60;N;Self Support;N;;;;;;356130797
767;E;Active;BA;Salvador;-52,253246;-48,425242;A;A;Y;C;19/11/2014;;;50;N;Self Support;N;;;;;;535857101
768;E;Active;BA;Salvador;-52,202058;-48,544336;D;A;Y;C;06/12/2013;0;61.7;61.7;N;Self Support;N;;;;;;684372096
769;B;Active;BA;Salvador;-52,254223;-48,453263;E;A;Y;C;01/03/2011;;;60;N;Self Support;N;;X;;;;356131114
770;C;Active;BA;Salvador;-52,208662;-48,425422;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;441071970
771;E;Active;BA;Salvador;-52,634655;-48,428424;A;A;Y;C;19/11/2014;;;50;N;Self Support;N;;;;;;442403224
772;E;Active;BA;Salvador;-52,200443;-48,428036;D;A;Y;C;06/12/2013;0;61;61;N;Self Support;Y;;;;;;684126940
773;C;Active;BA;Salvador;-52,204656;-48,444262;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;684962020
774;C;Active;BA;Salvador;-52,6344;-48,55242;I;B;Y;C;08/04/2016;;40;40;N;Self Support;N;;X;;;;684966239
775;A;Active;BA;Salvador;-52,665534;-48,428634;E;A;N;C;19/11/2014;0;74.7;74.7;N;Self Support;N;;;;;;535651546
776;E;Active;BA;Salvador;-52,222224;-48,454524;D;A;Y;C;06/12/2013;0;61.2;61.2;N;Self Support;N;;;;;;1630237
777;C;Active;BA;Salvador;-52,855354;-48,284502;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;X;;;;441071929
778;A;Active;BA;Salvador;-52,268222;-48,445556;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;441070191
779;C;Active;BA;Salvador;-52,225523;-48,528448;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;1610678
780;C;Active;BA;Salvador;-52,66556;-48,423263;H;A;Y;C;29/04/2015;;;65;N;Self Support;N;;X;;;;1630229
781;A;Active;BA;Salvador;-52,82883;-48,26228;E;A;Y;C;19/11/2014;0;34.1;34.1;N;Self Support;N;;;;;;441071198
782;C;Active;BA;Salvador;-52,225404;-48,454284;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;;;;;534771440
783;D;Active;BA;Salvador;-52,204244;-48,458345;I;A;Y;C;19/11/2014;;;41;N;Self Support;N;;;;;;534771467
784;D;Active;BA;Salvador;-52,652434;-48,456555;I;A;Y;C;19/11/2014;;;40;N;Self Support;N;;X;;;;1630300
785;C;Active;BA;Salvador;-52,222444;-48,558806;H;A;Y;C;30/06/2017;0;70;70;;Mastil;;;X;;;;684941694
786;D;Active;BA;Salvador;-52,224448;-48,534206;I;A;Y;C;19/11/2014;;;81;N;Self Support;N;;;;;;1688707
787;C;Active;BA;Salvador;-52,632222;-48,443567;H;A;Y;C;30/09/2015;;;40;N;Self Support;N;;X;;;;422351466
788;C;Active;BA;Salvador;-52,852222;-48,242322;H;A;Y;C;20/12/2016;0;80;80;;Self Support;;;X;;;;698427688
789;C;Active;BA;Salvador;-54,353556;-43,008322;H;B;Y;C;13/03/2017;0;40;40;;Self Support;;;;;;;1005544481
790;A;Active;BA;Salvador;-54,086288;-43,030426;E;A;N;C;19/11/2014;0;12;12;N;Self Support;N;;;;;;1005656573
791;C;Active;BA;Salvador;-54,548084;-43,4225;H;B;Y;C;24/02/2017;0;40;40;;Self Support;;;;;;;1005656590
792;A;Active;BA;Salvador;-54,066289;-43,225554;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1005694882
793;A;Active;BA;Salvador;-54,358243;-43,006559;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;441070078
794;A;Active;BA;Salvador;-54,34434;-43,504354;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1688774
795;A;Active;BA;Salvador;-3,463455;-44,404248;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;356131009
796;A;Active;BA;Salvador;-3,535261;-44,462234;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;355901307
797;A;Active;CE;Fortaleza;-3,534238;-42,354243;E;A;Y;C;19/11/2014;0;31.9;31.9;N;Self Support;N;;;;;;1493698
798;A;Active;CE;Fortaleza;-3,480427;-44,528525;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;442403216
799;A;Active;CE;Fortaleza;-3,534056;-42,354883;A;A;Y;C;19/11/2014;;;60;;Self Support;;;;;;;1000547377
800;C;Active;CE;Fortaleza;-50,50453;-40,4538;H;B;Y;C;06/11/2011;0;40;40;N;Self Support;N;;;;;;1610686
801;D;Active;CE;Fortaleza;-54,025254;-44,205645;G;A;Y;C;04/12/2012;;;40;N;Self Support;N;;;;;;684126168
802;A;Active;CE;Fortaleza;-55,886224;-45,656524;E;A;N;C;19/11/2014;;;50;N;Self Support;N;;;;;;1630288
803;A;Active;CE;Fortaleza;-55,842485;-45,643224;E;A;Y;C;19/11/2014;0;29.5;29.5;N;Self Support;N;;;;;;355901080
804;A;Active;CE;Fortaleza;-55,842486;-45,24424;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1001736041
805;A;Active;CE;Fortaleza;-55,244423;-45,640441;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;695510010
806;A;Active;CE;Fortaleza;-55,680335;-45,26324;E;A;Y;C;19/11/2014;0;39;39;N;Self Support;N;;;;;;689847394
807;A;Active;CE;Fortaleza;-55,655562;-45,656524;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;686132360
808;A;Active;CE;Fortaleza;-52,254222;-48,462264;E;A;Y;C;19/11/2014;;;20;N;Self Support;N;;;;;;441071880
809;E;Active;CE;Fortaleza;-52,684404;-48,502826;D;A;Y;C;06/12/2013;0;60;60;N;Self Support;N;;;;;;1610600
810;C;Active;CE;Fortaleza;-52,625648;-48,542522;H;A;Y;C;29/04/2015;;;80;N;Self Support;N;;;;;;1493736
811;A;Active;CE;Fortaleza;-52,240443;-48,540453;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;442802609
812;C;Active;CE;Fortaleza;-52,245585;-48,424402;H;A;Y;C;29/04/2015;;;72;N;Self Support;N;;X;;;;1002347880
813;C;Active;CE;Fortaleza;-52,625282;-48,544033;H;A;Y;B;29/04/2015;;;4;N;Mastil;N;;;;;;1000344883
814;A;Active;CE;Fortaleza;-52,654227;-48,426553;E;A;Y;C;19/11/2014;0;30.4;30.4;N;Self Support;N;;;;;;441071899
815;C;Active;CE;Fortaleza;-52,662222;-48,425344;H;A;Y;C;30/09/2015;;;90;N;Self Support;N;;;;;;1007157140
816;A;Active;CE;Fortaleza;-52,624226;-48,545825;E;A;Y;C;19/11/2014;0;46.1;46.1;N;Self Support;N;;;;;;1005656611
817;E;Active;CE;Fortaleza;-52,254283;-48,482546;I;A;Y;C;19/11/2014;;;70;N;Self Support;N;;;;;;1007110446
818;D;Active;CE;Fortaleza;-55,424242;-45,242521;I;A;Y;C;30/06/2012;;;40;N;Self Support;N;;;;;;1007202138
819;A;Active;CE;Fortaleza;-55,433584;-45,245246;E;A;Y;C;19/11/2014;0;34;34;N;Self Support;N;;;;;;1610660
820;C;Active;CE;Fortaleza;-50,664826;-43,434345;H;B;Y;C;30/11/2011;;;50;N;Self Support;N;;;;;;1007219456
821;C;Active;CE;Fortaleza;-50,662352;-43,432662;H;A;Y;C;09/06/2016;;;60;;Self Support;;;X;;;;693099950
822;D;Active;CE;Fortaleza;-50,668864;-43,433223;G;A;Y;C;30/03/2012;;;60;N;Self Support;N;;;;;;1007246518
823;A;Active;CE;Fortaleza;-3,828251;-48,338032;E;A;Y;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;1007246534
824;C;Active;CE;Fortaleza;-3,83825;-43,052542;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;1007246704
825;A;Active;CE;Fortaleza;-3,834251;-43,042265;E;A;Y;C;19/11/2014;0;44.2;44.2;N;Self Support;N;;;;;;698425774
826;A;Active;CE;Fortaleza;-3,364823;-43,565383;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;355901676
827;A;Active;CE;Fortaleza;-55,24822;-43,282222;E;A;Y;C;19/11/2014;;;42;N;Self Support;N;;;;;;1688766
828;A;Active;CE;Fortaleza;-55,665564;-43,845423;E;A;Y;C;19/11/2014;;;38.5;N;Self Support;N;;;;;;1688740
829;C;Active;CE;Fortaleza;-55,48242;-40,005002;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;687234360
830;C;Active;CE;Fortaleza;-55,482506;-40,055562;H;A;Y;C;29/04/2015;;;55;N;Self Support;N;;X;;;;1001982328
831;A;Active;CE;Fortaleza;-54,536288;-45,244241;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;699619785
832;A;Active;CE;Fortaleza;-54,224244;-45,260064;E;A;Y;C;19/11/2014;;;24;N;Self Support;N;;;;;;1007337815
833;D;Active;CE;Fortaleza;-52,622323;-43,225252;I;A;Y;C;19/11/2014;0;39.2;39.2;N;Self Support;N;;;;;;1007252046
834;A;Active;CE;Fortaleza;-52,552454;-40,502284;E;A;Y;C;19/11/2014;0;31.5;31.5;N;Self Support;N;;;;;;1007252054
835;A;Active;CE;Fortaleza;-52,222456;-43,268554;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1007252062
836;A;Active;CE;Fortaleza;-52,253465;-43,545052;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007252100
837;A;Active;CE;Fortaleza;-52,242552;-43,260225;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007252119
838;A;Active;CE;Fortaleza;-52,245455;-43,583352;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;1007252143
839;C;Active;CE;Fortaleza;-54,4086;-44,2203;G;B;Y;C;28/11/2005;0;40;40;N;Self Support;N;;;;;;1007252178
840;A;Active;CE;Fortaleza;-54,568227;-44,326532;E;A;Y;C;19/11/2014;0;40;42;N;Self Support;N;;;;;;1007252186
841;A;Active;CE;Fortaleza;-54,402434;-44,262404;E;A;Y;C;19/11/2014;0;60;60;N;Self Support;N;;;;;;1007252194
842;A;Active;CE;Fortaleza;-54,352265;-44,825242;E;A;Y;C;19/11/2014;0;30.6;30.6;N;Self Support;N;;;;;;1007252208
843;A;Active;CE;Fortaleza;-54,886285;-44,820458;E;A;N;C;19/11/2014;;;40;N;Self Support;N;;;;;;1007252216
844;A;Active;CE;Fortaleza;-54,385859;-44,042541;E;A;Y;C;19/11/2014;0;38;38;N;Self Support;N;;;;;;1007252224
845;A;Active;CE;Fortaleza;-54,344442;-44,623247;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007252232
846;A;Active;CE;Fortaleza;-54,505283;-44,62508;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007252240
847;A;Active;CE;Fortaleza;-54,845442;-44,854243;E;A;Y;C;19/11/2014;;;31;N;Self Support;N;;;;;;1007252267
848;A;Active;CE;Fortaleza;-54,804447;-44,263247;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1007252313
849;A;Active;CE;Fortaleza;-54,252435;-44,248545;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007252321
850;E;Active;CE;Fortaleza;-3,586548;-40,380655;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;1007252364
851;C;Active;CE;Fortaleza;-52,264227;-43,445256;G;B;Y;C;31/10/2005;0;40;40;N;Self Support;N;;;;;;1007252372
852;C;Active;CE;Fortaleza;-52,458526;-48,485425;H;A;Y;C;29/04/2015;;;61;N;Self Support;N;;X;;;;1007252380
853;D;Active;CE;Fortaleza;-52,446834;-48,480229;G;A;Y;C;30/06/2012;;;30;N;Guyed;N;;;;;;1007252399
854;A;Active;CE;Fortaleza;-54,423446;-42,230063;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1007252402
855;C;Active;CE;Fortaleza;-54,440563;-42,288358;H;A;Y;C;29/04/2015;;;30;N;Self Support;N;;;;;;1007385917
856;C;Active;CE;Fortaleza;-50,605225;-48,423534;G;B;Y;C;28/11/2005;0;45;45;N;Self Support;Y;;X;;;;1007259385
857;A;Active;CE;Fortaleza;-50,54522;-48,450456;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007259431
858;A;Active;CE;Fortaleza;-50,544426;-48,602262;E;A;N;C;19/11/2014;0;29;29;N;Self Support;N;;;;;;1007259458
859;A;Active;CE;Fortaleza;-50,422485;-48,553206;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007259547
860;A;Active;CE;Fortaleza;-50,438255;-48,245042;E;A;Y;C;19/11/2014;;;18.01;N;Self Support;N;;;;;;1007259555
861;A;Active;CE;Fortaleza;-50,582483;-48,462261;E;A;Y;C;19/11/2014;0;29;29;N;Self Support;N;;;;;;1007259571
862;A;Active;CE;Fortaleza;-50,54522;-48,284034;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007259580
863;A;Active;CE;Fortaleza;-50,484426;-48,502265;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007259598
864;A;Active;CE;Fortaleza;-50,542485;-48,542265;E;A;Y;C;19/11/2014;;;50;N;Self Support;N;;;;;;1007259601
865;A;Active;CE;Fortaleza;-55,0222;-48,54;A;A;Y;C;18/06/2018;0;80;80;;Guyed;;;;;;;1007259644
866;D;Active;CE;Fortaleza;-54,642224;-43,542245;G;A;Y;C;30/06/2012;0;42.1;42.1;N;Monopole;N;;;;;;1007259652
867;C;Active;CE;Fortaleza;-54,6442;-43,5506;H;A;Y;C;29/04/2015;0;50;50;N;Self Support;N;;X;;;;1007259679
868;A;Active;CE;Fortaleza;-52,844227;-43,563254;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;1007259750
869;A;Active;CE;Fortaleza;-52,22624;-43,56808;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1001624820
870;A;Active;CE;Fortaleza;-52,845443;-43,224255;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007354108
871;A;Active;CE;Fortaleza;-55,50444;-43,206556;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007354116
872;C;Active;CE;Fortaleza;-55,563445;-43,285046;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;;;;;422351636
873;C;Active;CE;Fortaleza;-55,560446;-43,223047;H;A;Y;C;29/04/2015;0;40;40;N;Self Support;N;;;;;;1007380524
874;A;Active;CE;Fortaleza;-55,534253;-43,442269;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;1004603670
875;A;Active;CE;Fortaleza;-55,454441;-43,532262;E;A;N;C;19/11/2014;0;12;12;N;Self Support;N;;;;;;685004546
876;A;Active;CE;Fortaleza;-55,556225;-43,450424;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;690678
877;A;Active;CE;Fortaleza;-55,650443;-43,243252;E;A;N;C;19/11/2014;;;12;N;Self Support;N;;;;;;738727
878;A;Active;CE;Fortaleza;-55,56444;-43,445552;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;771805
879;A;Active;CE;Fortaleza;-55,663446;-43,224506;E;A;Y;C;19/11/2014;0;29.4;29.4;N;Self Support;N;;;;;;789313
880;A;Active;CE;Fortaleza;-55,640442;-43,425425;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;867861
881;A;Active;CE;Fortaleza;-55,603445;-43,444255;E;A;Y;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;898171
882;A;Active;CE;Fortaleza;-55,645226;-43,453254;E;A;N;C;19/11/2014;;;26;N;Self Support;N;;;;;;1457519
883;A;Active;CE;Fortaleza;-55,562052;-43,282435;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1457861
884;A;Active;CE;Fortaleza;-55,565564;-43,480424;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;2733056
885;A;Active;CE;Fortaleza;-55,535442;-43,238506;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;4724720
886;A;Active;CE;Fortaleza;-55,546225;-43,460047;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;4724747
887;A;Active;CE;Fortaleza;-55,532487;-43,524501;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;4724771
888;A;Active;CE;Fortaleza;-55,688221;-43,252263;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;4725042
889;A;Active;CE;Fortaleza;-55,622486;-43,200424;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;4725107
890;A;Active;CE;Fortaleza;-55,546225;-43,285552;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;4725158
891;A;Active;CE;Fortaleza;-52,454225;-48,268038;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;4725689
892;A;Active;CE;Fortaleza;-52,462435;-48,855045;E;A;Y;C;19/11/2014;;;29.6;N;Self Support;N;;;;;;5089654
893;C;Active;CE;Fortaleza;-55,2385;-42,622544;H;A;Y;C;29/04/2015;;;120;N;Self Support;N;;X;;;;5089689
894;A;Active;CE;Fortaleza;-54,84444;-45,543229;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;5089697
895;A;Active;CE;Fortaleza;-54,252435;-45,045522;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;5089751
896;A;Active;CE;Fortaleza;-54,250456;-45,550062;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;5090075
897;C;Active;CE;Fortaleza;-52,255005;-48,248039;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;X;;;;5090679
898;A;Active;CE;Fortaleza;-54,052432;-44,450463;E;A;Y;C;19/11/2014;;;41.3;N;Self Support;N;;;;;;5091586
899;A;Active;CE;Fortaleza;-54,245569;-44,486536;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;5091934
900;A;Active;CE;Fortaleza;-54,500452;-44,224564;E;A;Y;C;19/11/2014;0;42;42;N;Self Support;N;;;;;;5091942
901;A;Active;CE;Fortaleza;-54,824446;-44,456535;E;A;Y;C;19/11/2014;0;41;41;N;Self Support;N;;X;;;;5093716
902;A;Active;CE;Fortaleza;-54,564445;-44,406535;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;5093929
903;A;Active;CE;Fortaleza;-50,286264;-48,003203;E;A;Y;C;19/11/2014;;;30.57;N;Self Support;N;;;;;;5121230
904;A;Active;CE;Fortaleza;-50,226264;-48,042252;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;5121370
905;A;Active;CE;Fortaleza;-50,285622;-42,325567;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;5121469
906;D;Active;CE;Fortaleza;-54,4465;-44,6428;G;A;Y;C;30/06/2012;0;60;60;N;Self Support;N;;;;;;379971577
907;D;Active;CE;Fortaleza;-54,436424;-44,443044;I;A;Y;C;30/06/2012;;;70;N;Self Support;N;;;;;;379974487
908;D;Active;CE;Fortaleza;-54,35253;-46,533823;G;A;Y;C;31/08/2012;;;80;N;Self Support;N;;;;;;379974592
909;A;Active;CE;Fortaleza;-55,220303;-44,500585;E;A;Y;C;19/11/2014;0;100.6;100.6;N;Self Support;N;;;;;;379981211
910;A;Active;CE;Fortaleza;-55,650559;-44,552405;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;379991691
911;A;Active;CE;Fortaleza;-55,854426;-44,442404;E;A;Y;C;19/11/2014;;;42;N;Self Support;N;;;;;;396647669
912;A;Active;CE;Fortaleza;-52,023422;-44,258547;E;A;Y;C;19/11/2014;0;40;40.16;N;Self Support;N;;X;;;;422459925
913;A;Active;CE;Fortaleza;-55,442482;-48,25226;E;A;Y;C;19/11/2014;;;17.3;N;Self Support;N;;;;;;422459992
914;A;Active;CE;Fortaleza;-55,44822;-48,242261;E;A;N;C;19/11/2014;;;100;N;Self Support;N;;;;;;431355240
915;A;Active;CE;Fortaleza;-52,522484;-44,452404;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;442497628
916;D;Active;CE;Fortaleza;-52,243452;-44,420842;G;A;Y;C;04/12/2012;;50;50;N;Self Support;Y;;;;;;443809330
917;A;Active;CE;Fortaleza;-52,254252;-44,455532;E;A;Y;C;19/11/2014;;;80;N;Self Support;N;;;;;;443809437
918;A;Active;CE;Fortaleza;-52,24422;-44,45883;E;A;Y;C;19/11/2014;;;50;N;Self Support;N;;;;;;443809496
919;A;Active;CE;Fortaleza;-52,224254;-44,285602;E;A;Y;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;607754079
920;A;Active;CE;Fortaleza;-52,254442;-43,035553;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;684203120
921;C;Active;CE;Fortaleza;-52,622286;-43,504254;H;A;Y;C;29/04/2015;0;63;63;N;Self Support;N;;X;;;;684203154
922;A;Active;CE;Fortaleza;-52,655285;-43,565553;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;X;;;;684383683
923;C;Active;CE;Fortaleza;-52,656452;-43,553406;H;A;Y;C;20/12/2016;0;50;50;;Self Support;;;X;;;;684772329
924;A;Active;CE;Fortaleza;-52,633442;-43,542269;E;A;Y;C;19/11/2014;;;50;N;Self Support;N;;;;;;684865270
925;A;Active;CE;Fortaleza;-52,622432;-43,505553;E;A;Y;C;19/11/2014;0;52;52;N;Self Support;N;;;;;;684865300
926;A;Active;CE;Fortaleza;-52,654833;-43,54633;E;A;Y;C;19/11/2014;;;17;N;Self Support;N;;;;;;684865734
927;A;Active;CE;Fortaleza;-52,68052;-43,565046;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;684865742
928;A;Active;CE;Fortaleza;-52,244442;-43,523252;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;684865807
929;A;Active;CE;Fortaleza;-3,552422;-43,645046;E;A;Y;C;19/11/2014;;;30.2;N;Self Support;N;;;;;;686711076
930;A;Active;CE;Fortaleza;-8,46542;-43,40543;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;686711394
931;A;Active;CE;Fortaleza;-3,642425;-43,234254;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;686711513
932;A;Active;CE;Fortaleza;-8,563454;-43,455044;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;686711530
